                  Proc                 Proc ['P1,30 82 109 107']
                  last                 last ['P7,2023 2867 2148 2930']
              premolar             premolar ['P7,7 2958 329 3036']
                     (                    ( ['P7,364 2959 478 3033']
                     6                    6 ['P7,364 2959 478 3033']
                     )                    ) ['P7,364 2959 478 3033']
                     ]                    ] ['P7,364 2959 478 3033']
                    or                   or ['P7,518 2977 594 3021']
                 whose                whose ['P7,627 2958 853 3021']
          distribution         distribution ['P7,891 2957 1300 3021']
                    is                   is ['P7,1337 2957 1392 3021']
             debatable            debatable ['P7,1429 2957 1772 3020']
                     [                    [ ['P7,1812 2957 2149 3034', 'P7,10 3046 188 3109']
X         hypothesized        hypothe-sized ['P7,1812 2957 2149 3034', 'P7,10 3046 188 3109']
                  loss                 loss ['P7,230 3047 365 3111']
                    of                   of ['P7,410 3046 488 3109']
                labial               labial ['P7,520 3046 712 3109']
            mandibular           mandibular ['P7,755 3046 1157 3109']
               foramen              foramen ['P7,1196 3046 1516 3119']
                     ,                    , ['P7,1196 3046 1516 3119']
                 which                which ['P7,1560 3045 1774 3109']
                    is                   is ['P7,1817 3045 1872 3108']
                widely               widely ['P7,1915 3044 2149 3122']
               present              present ['P7,6 3144 269 3213']
                 among                among ['P7,293 3154 528 3212']
            Cretaceous           Cretaceous ['P7,553 3135 952 3199']
            marsupials           marsupials ['P7,979 3134 1360 3212']
                     (                    ( ['P7,1387 3135 1542 3210']
                    29                   29 ['P7,1387 3135 1542 3210']
                     )                    ) ['P7,1387 3135 1542 3210']
                     ,                    , ['P7,1387 3135 1542 3210']
                 among                among ['P7,1572 3153 1807 3211']
X           Metatheria           Metathe-ri ['P7,1831 3134 2149 3197', 'P7,7 3224 122 3298']
X                    ]                   a] ['P7,1831 3134 2149 3197', 'P7,7 3224 122 3298']
                     .                    . ['P7,133 3273 147 3287']
                  Thus                 Thus ['P7,169 3225 370 3298']
                     ,                    , ['P7,169 3225 370 3298']
                    in                   in ['P7,389 3224 455 3287']
                 terms                terms ['P7,471 3232 670 3287']
                    of                   of ['P7,689 3224 766 3288']
                dental               dental ['P7,775 3224 993 3287']
               anatomy              anatomy ['P7,1010 3231 1316 3301']
                    at                   at ['P7,1334 3232 1400 3287']
                 least                least ['P7,1416 3224 1603 3298']
                     ,                    , ['P7,1416 3224 1603 3298']
            marsupials           marsupials ['P7,1624 3222 2005 3301']
                   and                  and ['P7,2023 3222 2150 3285']
        marsupial-like       marsupial-like ['P7,8 3313 509 3391']
               mammals              mammals ['P7,527 3314 863 3376']
                appear               appear ['P7,880 3331 1123 3390']
                    to                   to ['P7,1138 3321 1208 3376']
                    be                   be ['P7,1223 3313 1306 3375']
                 known                known ['P7,1325 3313 1566 3375']
                  only                 only ['P7,1581 3312 1735 3389']
                  from                 from ['P7,1751 3312 1922 3375']
                 North                North ['P7,1937 3312 2149 3375']
               America              America ['P7,8 3403 311 3466']
                 prior                prior ['P7,356 3403 533 3480']
                    to                   to ['P7,580 3412 649 3466']
                   the                  the ['P7,700 3403 809 3465']
                   end                  end ['P7,861 3403 989 3465']
                    of                   of ['P7,1038 3402 1116 3466']
                   the                  the ['P7,1157 3402 1268 3465']
            Cretaceous           Cretaceous ['P7,1319 3401 1718 3465']
                    or                   or ['P7,1770 3420 1847 3465']
              earliest             earliest ['P7,1892 3400 2149 3464']
             Paleocene            Paleocene ['P7,7 3492 389 3565']
                     ,                    , ['P7,7 3492 389 3565']
                  when                 when ['P7,435 3492 625 3555']
                  they                 they ['P7,666 3493 821 3568']
                  make                 make ['P7,864 3492 1055 3554']
                 their                their ['P7,1097 3491 1264 3554']
                 first                first ['P7,1301 3491 1445 3554']
